IP,MANUFACTURER,CLIENT_NM,LOCATION_NM,LIVE_UNIT_SERIAL_NM,MODEL
10.23.19.107,LVT,Primo Brands,Lawson Road,TDC06065,DS-2TD4237-7/V2 (Thermal)
